id,worry_wave1,chosen_emotion_wave1,anger_wave1,disgust_wave1,fear_wave1,anxiety_wave1,sadness_wave1,happiness_wave1,relaxation_wave1,desire_wave1,text_long_wave1,worry_wave2,chosen_emotion_wave2,anger_wave2,disgust_wave2,fear_wave2,anxiety_wave2,sadness_wave2,happiness_wave2,relaxation_wave2,desire_wave2,text_long_wave2
511,8,Anxiety,6,7,8,8,8,2,1,1,"I would not usually be at home during the day as it negatively affects my mood. My house is small and I have young children. It is difficult to keep them entertained in one room all day. I went to town for the first time on Sunday to buy cat food and found it very scary. There seemed to be more people with mental issues in the streets and much fewer other people to ask for help if there were problems. Most of the shops are shut and there’s no access to public toilets. People who are out do not respect the 2m rule and others and abuse the staff who are trying to enforce them. I am scared to go into town where usually we would spend most of the day there before. When I got home my anxiety and fear was so bad I felt I couldn’t breathe or think and I don’t usually suffer with anxiety. Now we go for exercise before 6am because we don’t trust people and if we have to shop we try to be home by 8:30am and we go to local shops and not the supermarkets. The queuing system is terrifying and full of people coughing and smoking and grouching about the stupid rules. I do not want to queue to potentially catch something that kills me or my family. Shops say one family member only and forget that we can’t leave our children outside alone, and that to buy a weeks shopping is often not possible. We have four cats, three children and no car. The cat food weighs 10kg for a week. The litter weighs 3kg. Milk for all of us is 30litres. I’m pushing a double buggy with 20kg of children in already, how do I carry everything? We can’t get home delivery, there are no slots and we’re not vulnerable. Shopping every second day is the least we can get away with at the moment. That means we have a higher chance of meeting the virus. ",5,Anger,6,6,6,6,6,3,2,1,"I’m angry that people still aren’t taking things seriously. I worry that the new mutations will be resistant to the vaccine and we’ll have to start developing another and we’ll be no better than this time last year. I feel that our education system has failed us when people give more weight to Facebook opinions than to science, purely because science is too hard to understand so it must be fake. And it seems like the government puts more value in whether they’re liked than they do in making competent and consistent decisions. "
512,9,Anger,9,9,5,3,9,1,1,1,"Watching the tv and seeing pictures of people on ventilators in hospital etc is very worrying and people die without their family around them its so sad :-(

i'm already a germ freak so this virus is making me ten times worse as I feel everything that comes into the house is contaminated so I'm having to spray everything with anti bacterial spray

i certainly don't want to die like that and then to some health care workers who live on my street flouting the rules is a disgrace

I am also angry at some of my neighbours who don't seem to be taking this seriously and are still having visitors",9,Anger,9,3,7,3,7,1,1,1,Its very stressful as i already had a germ phobia before covid so now i'm ten times worse with regards to catching covid so its quite a miserable life and then you see a lot of your neighbours flouting the rules it makes me very sad.tonight for instance 1 neighbour has gone out in a taxi with 2 others all dressed up like they are going to a party.my partner and i argue all the time as i nag him about germs and he has to get washed and changed as soon as he gets in from work as i feel he is contaminated
513,7,Anxiety,6,4,6,7,6,3,3,1,"Mixed emotions as angry at people being idiots. Disappointed with government for not getting PPE sorted, I say disappointment as it’s the Torys so we all know who much they love cutting public services, so it’s no surprise we are in a mess.  Upset for all victims.  Anxiety about leaving the house to shop as no idea if you will be able to get what you need.
Huge anger towards bosses of big companies that furlough staff and then come begging for state handouts (Philip Green!).
Sad about social media as too many bullies on there",2,Anger,7,6,2,6,3,4,4,2,"I feel angry at the government spunking billions on their tory mates for things like track and trace which still doesn't work properly.  The vaccination programme is going well and run by the NHS, so it just pisses me off that they outsource things to mates and it turns out to be shit.  This government has basically stolen our money and given it to their mates.
I feel like restrictions need to be lifted ASAP as venerable are now vaccinated.  CV19 is basically the new common cold, so lets get on with life now."
514,7,Anxiety,2,2,6,7,6,5,4,4,I am worried for the country with Boris in hospital. Feel OK in self and with family at moment all well. You just don't know what may happen next and our family has a newborn baby. Its sad not even able to go and visit as we had planned. Happy that family well so not all bad. Relieved shops not as chaotic as they were. Although seeing more emotional flareups than we usually do. In balance have a good feeling of community support. See that on thursday clap for the cares and support staff that continue to work. More good than bad people. Just wish was back to normal.,3,Relaxation,1,1,3,3,2,4,4,7,Not as relaxed as I was for the first lockdown. We are not affected as a family but know extended family members been treated and as luck has it survived the experience. Not being able to enjoy the normal festive Christmas was very hard to deal with. Not a great party person but family means a lot to us. So felt frustrated with not knowing till last moment it seemed we would be able to actually meet as a group. We did get to see son which was great. Outside and within the guide lines. At least now can look forward to the summer relaxation. However still worry about what will happen next winter. Can only hope not as bad.
515,7,Sadness,6,1,4,6,6,4,7,1,"I'm more concerned for the health of family members than myself.  The daily death total stories are quite sad but don't really scare me as we were prepared for them.   It's not hard for me to remember to take the extra precuations like hand washing and keeping distance, although I'm unsure how much these can truly protect me.  I'm annoyed and frustrated that some people are still not obeying the lockdown rules, such as those sitting on benches drinking or hanging out in parks, and also annoyed that the government didn't act sooner.",4,Happiness,1,1,2,3,1,8,7,1,"Overall I don't feel too bad about the situation now.  I'm slightly concerned about the virus still spreading around, due to people not following the rules and that behaviour is still annoying me but I'm not stressing about things.  The new variants are worrying but I think they will quickly get under control.  There is always the niggling thought that other people or lack of government planning will set us back. However, I'm much more relaxed about it than before now that there are vaccines.  I'm feeling more optimistic that will be back to normal sooner than expected "
516,8,Anxiety,7,6,7,8,5,2,1,1,"Im feeling a combination of anxiety and fear for my loved ones. Im also angry that reckless people allowed this to happen to spread in the way that it has. Im also annoyed that I had to cancel my holiday and will spend my 40th birthday in lockdown, though I feel guilty by being annoyed by such a trivial thing. Im angry that China have reopened the wet markets even this is likely to have been the source of the virus. Im also worried that governments will push through all manner of draconian measures on the back of this once things calm down.",6,Anger,7,5,4,4,8,2,4,1,I feel angry that we have been deprived of so much for something that was not our fault. People are so afraid of dying of something that has a very high survival rate that they have forgotten what it means to truly live and are all too happy to give up their freedom and liberty. I feel worried that our government is mismanaged the  situation and is going to eventually force us to have a vaccine that I fear has not been fully tested and despite all this the lockdowns will continue and people will lose livelihoods.
517,7,Sadness,2,3,7,8,8,2,4,6,I feel anxious about the fact that we don’t know when this will end but I mostly feel sad for everyone affected by this and losing their lives and loved ones. I am incredibly proud of the country and particularly the NHS and I am determined to try and use this time as a positive time to get things done and to refresh. I think it’s important that people follow government advice as it will allow this to be over sooner and it disgusts me that some don’t seem to be listening. I pray that this all ends soon and that life can go back to normal but I also want to make sure I use this time wisely and don’t fall out of a routine,3,Desire,3,2,3,6,6,4,3,8,"I feel like my life is on hold, I’m neither happy or sad, just feel like every day is the same and that life just involves existing at the moment. I think the best way to describe it is being in limbo, I still have things to do however motivation is lacking as things don’t seem as real as they normally would. I am hopeful for what is to come though and looking forward for life to return to normal. I know that when things do return to normal I will be excited and will want to make the best of every moment and so I am using this to motivate me to do work and complete tasks whilst that option is not possible so I have more time to enjoy it when it does happen. "
518,8,Anxiety,6,7,8,9,8,1,2,1,"Emotions and anxiety are quite debilitating 
I miss my family so much and I worry for them
I'm so proud of my NHS working daughter but so worried for her safety
It is an alien situation. I am proud of my elderly parents who seem to be managing better than I am.
I am fearful when I leave the house and am paranoid not to come into contact with anyone. I take antibacterial wipes everywhere and constantly wipe surfaces and my hands
I feel helpless for my family and I am fighting not to be redeployed frontline with my nhs job",7,Anxiety,4,1,6,9,7,2,2,2,"I feel very sad that the Pandemic has aged my parents. They are in their 80's and have become very dependent due to health conditions compounded by CORONA. Because of the need to shield, limited physical activity and comfort eating has worsened their diabetes and they have lost their physical stamina. 
We are saddened to have all missed so much of our young grandchildren's development and worry they may have forgotten how to hug.
Working remotely finds me exhausted when I do have to leave the house for shopping etc.
Suffer a great deal from anxiety about weight gain and appearance.
Personal relationships have been troublesome at times due to lockdown. 
Fear for things returning to 'normal' - how will i cope? "
519,9,Fear,7,5,9,8,9,2,2,1,"I'm extremely anxious and concerned about the current situation in the UK regarding the Coronavirus. Some people just don't seem to understand what staying home is and what the implications of them staying out sunbathing in a park or visiting their mates are. People are stupid and inconsiderate and it's a very tough feeling because you're stuck at home feeling helpless and waiting for this all to pass. Also, I am in panic every time I go to the shops and see there's a lot of things missing in the shelves. I'm also extremely concerned about my work and the livelihood of my job as so many people are being made redundant or are being furloughed. This has resulted in some sleepless nights.",8,Anxiety,5,3,8,9,8,3,2,2,"Despite the UK vaccinating over 22 million of the population, Coronavirus is still a very real thing as we're still having thousands of people infected and hundreds dying every day. I was fortunate enough to receive my first dose of the shot 2 weeks ago (I was not expecting it at all). I took the opportunity of course. That doesn't mean that I'm relaxing or being less careful. We have had a number of cases within my place of work so it's still very much present and closer than ever. I suffer from chronic asthma so have to be very attentive."
520,5,Sadness,3,6,2,2,7,2,1,1,"I just feel like it is spreading way too fast, as I work in a supermarket, I have to walk past people in a daily basis despite lockdown. 

I would be much happier if more people followed the lockdown advice given by the government. I still keep seeing people sitting on their street drinking beer and not having a care in the world. 

People seem to go from being mildly ill one day to requiring hospital treatment the next day. 

I hope the vaccine for Cov is ready sooner than the predicted timeline of 18 months. Too many people have already died from it. ",6,Anxiety,2,3,3,6,4,5,3,3,"Back in September i was made redundant, now I worry about the future for me and my kids as there are very few available job opportunities and to more and more people with much better qualifications than me applying for any job they can in order to make ends meet. I think at the moment i feel like a bit of a failure, i know being made redundant was beyond my control as it was due to a company breakdown due to Covid-19. There is still the feeling in my head that I should be in work again by now but it doesn't seem to matter what I apply for, replies to my application are never given. 
As for my feelings towards C-19 as a whole, i am fed up of lockdowns, tier lists, shop closures and school closures. I have been fully supportive of all the measures taken so far and follow the guidance whenever I can. I find myself getting really annoyed and angry when I see groups of people in the street or walk past a house that is having a party. I honestly blame these people for making this situation drag on as long as it has done. The reason i am so fed up of the measures now is my general feeling towards these people that break the rules, thoughts going around in my head such as """"""""""""""""""""""""""""""""Why should i follow guidance to protect those that aren't willing to protect their selves and instead put other people at risk."""""""""""""""""""""""""""""""" Well, I will continue to follow the guidance in hope that these people don't completely ruin our efforts. Not for myself or those that won't give the same curtesy but for those that are vulnerable. 

Thank you for the invite to the study.
SM"
521,4,Relaxation,2,2,7,6,7,1,7,1,"I feel relaxed as I am in isolation, my only worry is my family bringing the virus into the household as they go to work and to the supermarket, but as I’m not at work I feel very relaxed. I’m not stressed at all, but I do feel very bad for those who have been affected and scared for my elder family members. I feel more patriotic as it shows the whole country coming together but it angers me that some people think it’s okay for them to ignore the social distancing rules set by the government, these people aren’t above anyone else and they should face consequences.",2,Anxiety,3,2,1,7,8,3,7,3,"i feel upset that i’ve missed of most of my younger adult years and i feel extremely lonely and miss my family and friends. I also feel anxious about when things are allowed to return to normal but now i see the light at the end of the tunnel and am looking forward to the future. I feel like i’m going to try and live life to the fullest as i have had a lot of time to reflect on my past self and feel like i should have appreciated the smaller things in life a lot more. I plan to take every opportunity as it comes and make the most of everything by travelling and seeing the world, and never saying no to making plans with friends and family. i appreciate everything a lot more nowadays "
522,7,Anxiety,2,1,6,7,5,3,3,2,"I feel worried about what is going to happen to the country and how it's going to affect my life. I don't worry too much about getting the virus but I worry that my parents might. I think the future economic problems will be very bad though and we don't know quite how bad yet. I feel quite constricted, on the news they have lots of items about people ignoring the social distancing rules or being fined and I worry that the government will ban all outdoor exercise and I'll be even more constricted. I think people are getting overly angry at these """"""""""""""""""""""""""""""""bad"""""""""""""""""""""""""""""""" people in society because there's nothing else for them to get angry at really and that worries me. Most of the people dying now will have caught the virus before the country went into lockdown so I feel their anger is misplaced. On top of all this they've cancelled all visa processing so I'm worried about when my spouse will be able to get their visa and come to the UK.",8,Relaxation,2,2,3,3,4,7,8,5,"I feel like we're more than halfway through, or at least we're past the worse part so that makes me feel hopeful. I still think we're not sure how long the repercussions will go on for though so I'm quite anxious about that. I'm quite scared by how many conspiracy theories there are and how many people I know who don't want to take the vaccine (although none are in the UK). I feel numb because I've lost several family members and we weren't able to have a proper funeral so it feels like the grieving process isn't happening properly."
523,8,Anxiety,4,2,6,7,6,2,3,5,Really concerned about health of vulnerable family members and my own health. I have already lost one vulnerable relative to coronavirus and have many elderly relatives and vulnerable friends. I feel some anger at the inadequate and delayed Government response to the virus. I am anxious about the economic and social consequences of the pandemic with one daughter furloughed with her job at risk and another trying to follow a degree course through online working with no university contact. I am also concerned that a small number of individuals are not following guidelines for social distancing.,7,Relaxation,1,1,1,1,1,8,9,5,"Slightly less concerned personally because of vaccination but worried that we are again coming out of lockdown too early. Government has lacked a strategy throughout and I fear that we will return to lockdown in the Autumn if not before. I feel relaxed because I have excellent support and live in a pleasant area with plenty of space. This is not true of the disadvantaged who may still suffer in the future.
I feel particularly frustrated for NHS staff who have been badly treated throughout the pandemic."
524,5,Sadness,4,1,6,5,6,4,4,4,"I feel uneasy as there is a lot that is unknown about the economy in terms of employment etc. Quite a lot of anxiety had been created in terms of not knowing what the future holds and what is generated on social media, which a lot of is “fake news”. The fact that there is not an end date insight does contribute to a less positive outlook within day to day life and yet again creates a sense of anxiety. I also feel a sense of frustration seeing other citizens being unable to follow government advice when it comes to social distancing.  ",4,Disgust,5,6,4,7,6,4,4,4,"At the moment I just feel fed up of the current conditions, I just think it has gone on for too long and things are only slightly getting better. It’s frustrating also missing out on crucial experiences in uni and also being unable to work. Life is feeling very mundane and it is hard to see anything improving in the future. It’s hard to feel positive without having anything to definitely look forward to in the near future, a feeling that has been felt for a long time by many people. It’s also a worry when the government are also so incompetent and deaths are disgusting ly high, something that could of 100% been prevented"
525,4,Relaxation,1,1,1,1,1,6,9,6,"I think all happening around the coronavirus is very exaggerated. Information is normally given without any reference so that it is not possible to evaluate the numbers. Too much pressure is done to make people afraid of something, to stay at home and close businesses. All media tell only horrors about the situation instead of sharing improvements. It is clear that it is easier to manage mass when they are scared. Overall I think that this is an artificial virus created by a human being to win an economic war on the planet. ",3,Relaxation,1,1,1,1,1,7,9,5,"I am confident that the corona is fake. The whole year different stories have been told. Some of them are more fake than others. Looks they lost control over it and try to escape through finishing it. While vaccination is shown as relief, it brings restrictions to the people rights in particular in poor countries. No syncronisation in the information is seen that adds much confusion and disappointment. I would not make any vaccines at all but it looks they will force people to go for it without any choice "
526,6,Anxiety,4,1,5,9,6,1,1,1,"Initially I didn’t realise how serious this was. I thought it was like the flu and didn’t understand why everyone was talking about it so much. I now realise it is serious and it makes me very anxious. I am worried for my children. I am worried for my parents, especially because my mother is having to isolate for 12 weeks. I am missing her. I don’t like the streets being quiet and shops having queues. It is necessary and that’s fine. But it’s all so different and it’s not knowing when it will end that scares me. I just want people to listen to advice and it’ll all be over quicker. ",4,Anxiety,2,1,3,7,6,4,4,4,"I feel very anxious about the corona situation in that I just want life to return to normal. When it all first happened last March, it was new and unfamiliar. Communities came together, less traffic was on the roads, the weather was lovely. But now, it’s been too long, people have lost their jobs, children have missed so much schooling, and a lot of people I believe, have had enough. Me included. I want to be able to go to the cinema, to meet my friends for a coffee and lunch, I don’t want to wear a mask anymore. I get so sad when I think about elderly and vulnerable people all alone or poorly. I want to help them. And each time the government mentions new measures, such as easing ,lockdown, I worry that we will all build our hopes up only to have them shattered. What if we come out of lockdown too soon and we’ll have to go back in it again? I feel anxious all the time worrying, please everyone, stick to the rules, let’s get out of this situation "
527,6,Anxiety,4,5,5,7,6,5,5,4,"I feel the situation has escalated due to the government acting slowly on information that was available in January but ignored, as a result we now have unnecessary deaths and illnesses to a large % of people. If this was acted upon at the time I feel we could have prevented the scale of this and reduced the effect it has had on the economy with workers being made redundant. As a result people are now scared and nervous to even leave the house, and everyone panic buying, leaving a number of people struggling to get basic supplies.",6,Anxiety,6,5,6,8,6,4,3,4,"I am increasingly anxious as the economy begins to reopen, and with new variants, I worry about a 3rd spike, as seems to be starting elsewhere in Europe. I think the vaccine will obviously help, but there's not enough evidence to support how effective it can be to the new variants in my opinion and I think people that get the vaccine could become more reckless and start to waver from the rules and restrictions. With parts of France currently about to go into another lockdown, and with summer approaching, I fear winter could return to parts of the country and economy being locked back down again"
528,9,Anxiety,3,3,8,9,7,3,2,2,"I’m worried. About infection reaching my family, particularly my high risk vulnerable dad. 

I’m worrying about money. I’ve lost most/all of my self employed projects, and the fear of how long this is going to go on for is enormous.

I’m sad. I miss my friends. I miss having a hug. 

I’m currently classed as a part-time key worker in a supermarket, but customers aren’t completely adhering to the social distancing rules and it gets me very nervous. I can’t afford to not work. I fear for my family, and should anyone get ill, would it be my fault? 

I suffer from a few chronic conditions myself, so I’m not entirely sure how I would even survive the virus to be honest. I’m previously diagnosed with contamination/health OCD, so I’m pretty impressed with how I’m handling things so far. ",6,Anxiety,3,3,5,7,6,6,5,5,"I’m anxious about the post covid world. Money worries. The vaccine has given us hope, but I do think people are going to be too relaxed and we are likely to go back into a lockdown. I can’t have that anymore. I’m lonely. I live in a family home that isn’t particularly supportive, I just really miss my friends, and hugs. I’m hopeful we’re on the way out. I’m a social butterfly and to get me through I’m working 2 jobs, I can’t stay home and do nothing. It’s been happening for too long now, I won’t take things for granted as much after covid. "
529,8,Anxiety,4,3,7,8,7,3,3,1,I'm worried about the health and wellbeing of my family and friends. I'm concerned that this could become more dangerous due to the actions of others. I'm worried about my own personal financial situation and how I will manage to secure employment going forward. I hope that everyone pulls together in order to minimise the impact of this virus while health services try to deal with what is going on. I admire all those key workers who are putting their lives on the line every day to help other people in society.,6,Relaxation,3,3,4,6,5,5,7,3,"Hopeful that we are emerging from the terrible year we've had. 

Angry that the government has mismanaged this so badly we are still in lockdown a year after the pandemic started. So many lives have been lost unnecessarily that it is hard to comprehend the loss so many people have felt.

Desperate to get this over and done with so we can return to normal  life. The people just need to stick with the guidelines for another few months and we have every chance of beating this.

Proud of the NHS rollout of the vaccination programme that is helping us move towards a return to our lives."
530,8,Anxiety,7,2,8,8,7,4,2,1,I am feeling very anxious about the whole situation both personally and for my country. I am very worried about the effect it is having on my family and young child and for the future. I am also fearful for what will happen to my country the UK especially as our Prime Minister is now unwell. I also feel a little angry at how this situation has arisen and if anyone or anything is responsible for it and if there was anything we could have done to prevent it. I am also sad as I can’t see my extended family at this time.,4,Anxiety,2,2,5,7,4,5,5,2,"I am still feeling anxious about the Corona situation but more in terms of economic implications than health implications. I am worried about how the economy will recover and if there will be higher levels of unemployment and higher taxes and how long this will go on for.  Overall I feel that I have made a number of changes in my life in terms of living with Corona such as not travelling, using transport less and working from home etc and I’m not sure if these will be permanent or not.  I am also more dubious about information that we receive from politicians about Corona."
531,9,Anxiety,6,6,8,9,8,2,2,2,"I feel very anxious about my job and ongoing financial situation. I’m also concerned about my son who is working in a supermarket and whether he may come into contact with someone with the virus and get it himself. I feel fearful for the future at the moment. I worry that this will take the country years to recover from both socially and financially. I’m cross that people aren’t obeying social distancing rules which will make us have to endure lockdown for longer, I’m very proud of our NHS and thank staff daily for working through this. I admire their courage and strength.",3,Sadness,8,4,7,7,8,6,6,3,"I feel sad that as a country we have lost so much - businesses, livelihoods, mental health etc. I do feel more positive about the future but am anxious in case everything does not go to plan. I would hate the vaccine programme to not work now. Freedom does seem within touching distance and I would hate for it to all go wrong. I’m angry at the government for not acting sooner and for spending vast amounts of money on track and trace, PPE that was useless and to companies who clearly are their mates with no accountability at all. "
532,4,Relaxation,2,2,1,2,2,6,6,3,"Relaxed as working from home but worry about family and friend, my sister is a front line nurse so Im concerned about how much contact she comes into with people who may have the Corona virus.
Im also concerned for my job as the business I work for is affected by Corona due to falling sales due to the lockdown the country is currently operating under. If the lockdown continues we will have to make redundancies and reduce hours, therefore reducing salaries and there is also a chance that the business may well go out of business if this continues for too long.",6,Relaxation,2,1,2,2,3,6,8,5,"I am please to see how well the vaccine roll out is going and how the numbers are dropping in the UK. Im now hopeful that there is light at the end of the tunnel for us in the UK but still concerned how long this may go on for especially as the rest of the world is not showing many signs of their numbers dropping. I am also disappointed/angry at how badly our UK government dealt with the xmas holiday period, as in not locking down properly, as this has caused, in my view, around additional 20,000 deaths (which could easily of been avoided) and lengthened our lock down period in the UK by, again in my view, 2 to 3 months."
533,6,Anxiety,3,4,6,7,7,5,3,6,"I find it very worrying as people are not taking it serious enough  .a bit of warm weather and people are acting that there’s not a scary virus going around and it scared me to think we won’t ever get this over and done with . I miss my family so much but know it’s best to stay away and stay indoors . I just hope we find a cure so people can go back to work again and live life .i have lost a few people so far and it’s so upsetting
G that I can’t say goodbye to loves ones and that they died alone ",5,Anxiety,3,3,6,7,5,5,4,3,I feel lost as I haven’t been able to go to work due to having to shield and I just feel a little low because it has seemed such a long time that I haven’t worked .I have shielded twice now and I worry about my job and a letdown to my staff members who are working through this And I feel I have down nothing to help support our work bubble .I feel relief that I have not caught it and feel safe at home and not worried as much but lonely as all my family work so I am at home all day on my own  .I understand that it had to be done but concerned it will come back again as I feel people don’t take it seafoods as when I go for a drive in the car the amount of people walking about in Greenwich it is worrying that so many are not taking this searioisly
534,7,Anxiety,1,1,7,6,3,7,2,1,"Ii feel anxious as it is uncertain for how long the Corona virus lock down is going to go on for.  I also worry alot about my parents and grandparents. I think the situation is pretty sad at the moment and hope it gets better soon. I also get frustrated about how people are hoarding food and online delivery slots. in this unprecedented times , I think we all should think about others and not act on selfishness or greediness. I
I feel anxious about my heath as I only go outside occasionally.  I feel worried that this lockdown will create a great negative impact in our economy. I am also worried about the how lock down period might last upto or more than 6 months as it can also impact our mental well being ",6,Anxiety,7,3,5,8,7,6,4,4,I feel like lock down has made me very anxious person. I get stressed out very easily and it’s showing on my skin. I also miss going to work and seeing my co workers. I feel distant from my friends and family. I do not go out for grocery shopping as often as I used to and I am also not very active. I think I have gained few pounds. I also feel  like I am not very close to my co workers. I tend to work more hours and take very few work breaks. I also find that work is getting more hectic and work load is more than before.
535,8,Anxiety,5,3,7,8,6,1,2,1,"I find it very worrying. I am a key worker and have to continue working. I have vulnerable members of my household. I am trying to do the right thing for everyone but am finding it difficult to cope.

I find that even necessary tasks such as shopping are fraught with hazards, and other people not sticking to the 2 metre exclusion guideline. I also see family groups out walking and exercising, whilst I have to go out to work. I see other people enjoying having the government paying their salaries, whilst I don’t qualify for any relief, and my work needs to continue regardless of my desire to do it. I feel hopeless, and without relief. I can only take refuge in the figures coming out of Italy and Spain indicating that they may be over the worst , meaning that we too in the UK may also soon be past the peak. I hope so.",6,Anxiety,3,3,4,6,4,4,3,2,"I'm pleased that no-one close to me has been badly affected by Covid. I'm now anxious that the promised vaccinations are forthcoming, both for myself and for my family. I am sure that issues with the economy will sort themselves out, even if this takes time. I am concerned about reports of a third wave being seen in Eastern / Central Europe, and wonder / hope that the vaccines will prove to be adequate if / when a third wave comes to the UK.
I am curious if we will ever find out who was awarded a contract by the government during the crisis, and if all public money spent will be accounted for."
536,8,Anxiety,1,1,6,8,1,6,4,3,Very worried for certain elderly and compromised relatives. Can’t see a good ending to this. I’m fearful that elderly relatives will need to stay in isolation for many months to come until a vaccination has been developed and don’t know how they’ll be able to stay inside for so long.   Anxious about getting enough supplies when supermarkets are struggling to keep their shelves stocked. Can’t see an acceptable way forward because as soon as restrictions are lifted the virus will pass to the vulnerable. Anxiety that the fabric of society is disintegrating.,8,Relaxation,1,1,1,3,3,6,8,5,"I feel very insecure regarding the coronavirus situation.  I have no faith that the government is acting in the best health interests of the country.  We have been in official lockdown but this hasn’t been enforced so most are ignoring the rules.  The vaccination programme is powering ahead but with only one shot, and the second not within the manufacturers’ timeframes, who knows what the final efficacy will be. The economy is being taken care of as best as possible but the fine line between this and the health of the population is biased towards the economy.  I am fearful that once kids go back to school next week infections will once again rise."
537,7,Anxiety,6,2,8,8,7,5,4,1,"I am anxious for how this will continue to affect life in the future. I am fearful that loved ones might die. I am worried that our financial security will be affected. But, I am also cherishing the quality time I am getting to spend with my children, and I am quite enjoying home schooling them, in between home working. I miss my friends and family, and I miss going out for meals or to the beach. I love to travel, so I am sad that we are missing on our holiday, but it's worth it if we can help to stop the spread of the disease.",4,Sadness,8,3,4,6,9,6,5,3,"It has been a long year and it feels like we are so close but still so far away from things getting back to normal. I'm happy that the vaccine roll out is going well, I am angry at the government because of the way they have handled the pandemic, and that they will claim success for the vaccine roll out, even though it is the NHS not the government that is responsible. I am sad at everything we have missed, especially for my kids. 
I know we can't rush to get everything open again, I just want to spend some time with my friends and family without being scared or without breaking the rules. I dont want to be a hypocrite, and  it makes me angry to see so many people just doing whatever they like. "
538,9,Anxiety,7,2,7,9,8,1,1,8,"I am very sad, worried, upset, frustrated and angry. We have had to move our wedding from May 2020 to May 2021 (and our honeymoon was also cancelled, along with our hen and stag dos) so it’s obviously been a very emotional time for us - particularly as we were going to start a family afterwards. I’ll be 37 by the time we’re married so this is a huge worry for me. I feel angry and sad that our plans are being put on hold for a year and it feels like this whole year is being wasted. My anxiety has been horrendous although it has improved a little since my fiancé’s workplace finally closed and he has been home, safe. I have a compromised immune system due to chronic illnesses and the whole situation terrifies me. Both our mums and other family members are at higher risk too and I’ve been so worried. None of us caused this situation, yet the whole world has been affected by it. It’s so surreal and unbelievable.",7,Sadness,5,5,7,7,8,3,3,5,"I am very anxious. We had to postpone our wedding last year and are now trying to organise it again for our new date this year, knowing that it could all be cancelled again. The last year feels like an absolute waste of time and it makes me really sad. I am upset and angry that so many people STILL don’t follow the rules, and I find it unbelievable that some people still thinks it’s all a scam. It’s ridiculous and makes me so frustrated and angry. I desperately want things to return to ‘normal’ and feel like I have cabin fever, but I know how important it is to keep going and get on top of the virus."
539,5,Anxiety,1,2,3,5,2,5,5,3,"I am worried about the people who are not taking the situation seriously and are putting others at risk. No one should be selfish and behave like they can do whatever they want. I’m not scared of getting coronavirus but I’m worried about passing it on to others who might not survive having it. I am finding staying at home to be quite easy because the stakes are so high. I find being alone suits me and it’s the right thing to do. I live alone so I’m having lots of time to myself to do the things I want to do. I’m a musician and I can record alone, so that passes the time and is fun. ",4,Anxiety,1,1,3,5,3,4,4,3,"The most vulnerable members of my family have all survived and have all had their first dose of vaccine. Therefore, I feel lucky to have come through the last year relatively unscathed. The Corona situation feel like it is almost over but I am still cautious because my relatives still need their second vaccine dose and I haven't had my first dose yet. I do not spend as much time thinking about the Corona situation now as I did last year but I am ashamed of how my country failed to handle the outbreak and how certain MP's have used the situation to enrich themselves and their friends."
540,6,Anxiety,2,3,3,3,4,6,7,4,"I generally feel ok regarding the virus as it’s quite easy to keep busy at home with the kids and not take too much notice of social media and other news outlets. The biggest thing at present is that I can’t see my friends and family and enjoy the usual freedoms of life.
I’m also a keyworker so work life goes on fairly similar, although our services are dramatically reduced to emergency work only. People in work are quite stressed and this can breed further anxieties in the office. 
I have two young children so my main concern Is their wealth fair and making sure I can protect them ",3,Relaxation,2,2,2,2,3,4,7,3,"Overall I currently feel cautious optimism regarding Covid-19 mainly due to the improvement in deaths and cases combined with new vaccines being introduced. It has been a scary time as the numbers of the second peak were very high and then new variations of the virus created further concerns. Now I’m just looking forward to seeing my family and friends and having some normal life back. It’s been a testing time emotionally as I’ve not see my parents for nearly 3 months, probably the longest time apart in my life. "
541,9,Anxiety,6,6,8,9,9,4,1,1,"I feel nervous, constantly in a state of what if. I’m currently out of work for the foreseeable future and I keep thinking that I’m having a long dream.i feel like a lot of people aren’t taking it seriously enough when people are out there dying every hour. The government isn’t taking control so people still don’t know the full effects it’s taking as there is no brutal honesty about it. It’s scary going outside; they’re saying we should do essential journeys but the essential journeys has huge effects on everyone still ",1,Anxiety,1,1,1,9,1,1,6,1,"I’m over it. You know when you had a long day at work and everything seems to be going wrong; you miss your train, you get wet in the rain, your shoe broke. Imagine how you feel then. That’s how I feel now. I’m prepared for everyone to contract the virus at this point, as insensitive as it sounds. I’m ready to go back to work, back to normality. I am over it. I empathise greatly with people who had/have it, people who lost someone to it but I’ve honestly had enough of being home. It’s time to act"
